id,ylang,tlang,level,wclass,type,tlang_ex,ylang_ex,tlang_exf,furigana,chikugoyaku
,English,Japanese,Fragment,conjugation,チェックする,チェックしません,not check(p),チェックしません,chekku shi masen,not check news(p)
,English,Japanese,Fragment,conjugation,チェックする,チェックしました,checked(p),チェックしました,chekku shi mashita,checked news(p)
,English,Japanese,Fragment,conjugation,チェックする,チェックしませんでした,not checked(p),チェックしませんでした,chekku shi masen deshita,not checked news(p)
,English,Japanese,Fragment,conjugation,チェックする,チェックしている,checking,チェックしている,chekku shite i ru,checking
,English,Japanese,Fragment,conjugation,チェックする,チェックしていない,not checking,チェックしていない,chekku shite i nai,not checking
,English,Japanese,Fragment,conjugation,チェックする,チェックしていた,was checking,チェックしていた,chekku shite i ta,was checking
,English,Japanese,Fragment,conjugation,チェックする,チェックしていなかった,was not checking,チェックしていなかった,chekku shite i nakatta,was not checking
,English,Japanese,Fragment,conjugation,チェックする,チェックしています,checking(p),チェックしています,chekku shite i masu,checking(p)
,English,Japanese,Fragment,conjugation,チェックする,チェックしていません,not checking(p),チェックしていません,chekku shite i masen,not checking(p)
,English,Japanese,Fragment,conjugation,チェックする,チェックしていました,was checking(p),チェックしていました,chekku shite i mashita,was checking(p)
,English,Japanese,Fragment,conjugation,チェックする,チェックしていませんでした,was not checking(p),チェックしていませんでした,chekku shite i masen deshita,was not checking(p)
,,,,,,,,,,1
,English,Japanese,Fragment,conjugation,きく,きく,listen,きく,kiku,listen
,English,Japanese,Fragment,conjugation,きく,きかない,not listen,きかない,kika nai,not listen
,English,Japanese,Fragment,conjugation,きく,きいた,listened,きいた,kii ta,listened
,English,Japanese,Fragment,conjugation,きく,きかなかった,not listened,きかなかった,kika nakatta,not listened
,English,Japanese,Fragment,conjugation,きく,ききます,listen(p),ききます,kiki masu,listen(p)
,English,Japanese,Fragment,conjugation,きく,ききません,not listen(p),ききません,kiki masen,not listen(p)
