id,ylang,tlang,level,wclass,type,tlang_ex,ylang_ex,tlang_exf,furigana,chikugoyaku
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
,English,Japanese,Fragment2,conjugation,食べる,,,,,1
