id,ylang,tlang,level,wclass,type,tlang_ex,ylang_ex,tlang_exf,furigana,chikugoyaku
,English,Japanese,Adjective3,くて、で、し、ので、けど,映画が安い / movie ticket is cheap,映画が楽しみなのでわくわくしています,,映画が | 楽しみな | ので | わくわくしています,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,映画が安い / movie ticket is cheap,わくわくしているけど足が痛いです,,わくわくしている | けど | 足が | 痛いです,,1
,,,,,,,,,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,風が強い / windy,ここは風が強いので寒いです,,ここは | 風が | 強い | ので | 寒いです,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,風が強い / windy,寒いけど景色がきれいです,,寒い | けど | 景色が | きれいです,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,風が強い / windy,景色がきれいなので観光客が多いです,,景色が | きれいな | ので | 観光客が | 多いです,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,風が強い / windy,観光客が多いのでゴミが散らかっています,,観光客が | 多い | ので | ゴミが | 散らかっています,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,風が強い / windy,ゴミが散らかっているので匂いが臭いです,,ゴミが | 散らかっている | ので | 匂いが | 臭いです,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,風が強い / windy,匂いが臭いので体調が悪いです,,匂いが | 臭い | ので | 体調が | 悪いです,,1
,,,,,,,,,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,料理が美味しい / foods are delicious,このレストランは料理が美味しいけど値段が高いです,,このレストランは | 料理が | 美味しい | けど | 値段が | 高いです,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,料理が美味しい / foods are delicious,値段が高いけど人気があります,,値段が | 高い | けど | 人気が | あります,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,料理が美味しい / foods are delicious,人気があるけど店の中が汚いです,,人気が | ある | けど | 店の中が | 汚いです,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,料理が美味しい / foods are delicious,店の中が汚いので衛生的ではないです,,店の中が | 汚い | ので | 衛生的ではないです,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,料理が美味しい / foods are delicious,衛生的ではないので健康によくないです,,衛生的ではない | ので | 健康に | よくないです,,1
,English,Japanese,Adjective3,くて、で、し、ので、けど,料理が美味しい / foods are delicious,健康によくないので嫌いです,,健康に | よくない | ので | 嫌いです,,1
